[15:41:25.2210561] [Lua] [TajsGraphBM] prepatch[1] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.SpotLight_1.LightComponent0 intensity=160.000 indirect=1.000 specular=1.000 attenuation=7462.127 outer=80.000 inner=80.000 source=448.000 soft=0.000 length=0.000 mobility=1 cast=true
[15:41:25.2403457] [Lua] [TajsGraphBM] prepatch[74] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_59.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2406104] [Lua] [TajsGraphBM] prepatch[75] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_163.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2407492] [Lua] [TajsGraphBM] prepatch[76] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_224.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2409780] [Lua] [TajsGraphBM] prepatch[77] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_75.LightComponent0 intensity=21.000 indirect=1.000 specular=1.000 attenuation=1300.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2412103] [Lua] [TajsGraphBM] prepatch[78] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_29.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2413579] [Lua] [TajsGraphBM] prepatch[79] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_67.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2415536] [Lua] [TajsGraphBM] prepatch[80] key=SpotLightComponent /Game/EnhancedMenu/Maps/LevelContainsAll.LevelContainsAll:PersistentLevel.RectLight_1.LightComponent0 intensity=18.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2417238] [Lua] [TajsGraphBM] prepatch[81] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_194.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2419267] [Lua] [TajsGraphBM] prepatch[82] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_32.LightComponent0 intensity=33.000 indirect=1.000 specular=1.000 attenuation=2000.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2420534] [Lua] [TajsGraphBM] prepatch[83] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_214.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2421749] [Lua] [TajsGraphBM] prepatch[84] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_218.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2424294] [Lua] [TajsGraphBM] prepatch[85] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_44.LightComponent0 intensity=33.000 indirect=1.000 specular=1.000 attenuation=2000.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2426125] [Lua] [TajsGraphBM] prepatch[86] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_204.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2429386] [Lua] [TajsGraphBM] prepatch[87] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_223.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2430999] [Lua] [TajsGraphBM] prepatch[88] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_16.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2434925] [Lua] [TajsGraphBM] prepatch[89] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_14.LightComponent0 intensity=21.000 indirect=1.000 specular=1.000 attenuation=1300.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2436521] [Lua] [TajsGraphBM] prepatch[90] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_23.LightComponent0 intensity=33.000 indirect=1.000 specular=1.000 attenuation=2000.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2439305] [Lua] [TajsGraphBM] prepatch[91] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_190.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2440628] [Lua] [TajsGraphBM] prepatch[92] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_192.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2442404] [Lua] [TajsGraphBM] prepatch[93] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_167.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2443817] [Lua] [TajsGraphBM] prepatch[94] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_186.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2445932] [Lua] [TajsGraphBM] prepatch[95] key=SpotLightComponent /Game/EnhancedMenu/Maps/LevelContainsAll.LevelContainsAll:PersistentLevel.RectLight_0.LightComponent0 intensity=18.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2448028] [Lua] [TajsGraphBM] prepatch[96] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_142.LightComponent0 intensity=50.000 indirect=1.000 specular=1.000 attenuation=1700.000 outer=75.000 inner=70.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2455865] [Lua] [TajsGraphBM] prepatch[97] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_11.LightComponent0 intensity=33.000 indirect=1.000 specular=1.000 attenuation=2000.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2457442] [Lua] [TajsGraphBM] prepatch[98] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_110.LightComponent0 intensity=21.000 indirect=1.000 specular=1.000 attenuation=1300.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2459344] [Lua] [TajsGraphBM] prepatch[99] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_113.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=700.000 outer=50.000 inner=40.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2460699] [Lua] [TajsGraphBM] prepatch[100] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_12.LightComponent0 intensity=21.000 indirect=1.000 specular=1.000 attenuation=1300.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2462972] [Lua] [TajsGraphBM] prepatch[101] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_129.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=700.000 outer=50.000 inner=40.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2464385] [Lua] [TajsGraphBM] prepatch[102] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_13.LightComponent0 intensity=21.000 indirect=1.000 specular=1.000 attenuation=1300.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2466620] [Lua] [TajsGraphBM] prepatch[103] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_289.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2467943] [Lua] [TajsGraphBM] prepatch[104] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_7.LightComponent0 intensity=33.000 indirect=1.000 specular=1.000 attenuation=2000.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2470084] [Lua] [TajsGraphBM] prepatch[105] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_187.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2471340] [Lua] [TajsGraphBM] prepatch[106] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_50.LightComponent0 intensity=33.000 indirect=1.000 specular=1.000 attenuation=2000.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2472474] [Lua] [TajsGraphBM] prepatch[107] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_73.LightComponent0 intensity=21.000 indirect=1.000 specular=1.000 attenuation=1300.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2474262] [Lua] [TajsGraphBM] prepatch[108] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_134.LightComponent0 intensity=50.000 indirect=1.000 specular=1.000 attenuation=1700.000 outer=75.000 inner=70.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2475349] [Lua] [TajsGraphBM] prepatch[109] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_21.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2477549] [Lua] [TajsGraphBM] prepatch[110] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_136.LightComponent0 intensity=50.000 indirect=1.000 specular=1.000 attenuation=1700.000 outer=75.000 inner=70.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2478723] [Lua] [TajsGraphBM] prepatch[111] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_144.LightComponent0 intensity=50.000 indirect=1.000 specular=1.000 attenuation=1700.000 outer=75.000 inner=70.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2481071] [Lua] [TajsGraphBM] prepatch[112] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_63.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2482534] [Lua] [TajsGraphBM] prepatch[113] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_169.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2484639] [Lua] [TajsGraphBM] prepatch[114] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_138.LightComponent0 intensity=50.000 indirect=1.000 specular=1.000 attenuation=1700.000 outer=75.000 inner=70.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2486145] [Lua] [TajsGraphBM] prepatch[115] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_139.LightComponent0 intensity=50.000 indirect=1.000 specular=1.000 attenuation=1700.000 outer=75.000 inner=70.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2488485] [Lua] [TajsGraphBM] prepatch[116] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_54.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2489805] [Lua] [TajsGraphBM] prepatch[117] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_31.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2492599] [Lua] [TajsGraphBM] prepatch[118] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_182.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2493965] [Lua] [TajsGraphBM] prepatch[119] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_9.LightComponent0 intensity=33.000 indirect=1.000 specular=1.000 attenuation=2000.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2496281] [Lua] [TajsGraphBM] prepatch[120] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_193.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2497831] [Lua] [TajsGraphBM] prepatch[121] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_74.LightComponent0 intensity=21.000 indirect=1.000 specular=1.000 attenuation=1300.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2500049] [Lua] [TajsGraphBM] prepatch[122] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_157.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2501225] [Lua] [TajsGraphBM] prepatch[123] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_166.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2504047] [Lua] [TajsGraphBM] prepatch[124] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_37.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2505280] [Lua] [TajsGraphBM] prepatch[125] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_197.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2507158] [Lua] [TajsGraphBM] prepatch[126] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_140.LightComponent0 intensity=50.000 indirect=1.000 specular=1.000 attenuation=1700.000 outer=75.000 inner=70.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2508780] [Lua] [TajsGraphBM] prepatch[127] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_215.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2510348] [Lua] [TajsGraphBM] prepatch[128] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_26.LightComponent0 intensity=33.000 indirect=1.000 specular=1.000 attenuation=2000.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2511474] [Lua] [TajsGraphBM] prepatch[129] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_141.LightComponent0 intensity=50.000 indirect=1.000 specular=1.000 attenuation=1700.000 outer=75.000 inner=70.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2513809] [Lua] [TajsGraphBM] prepatch[130] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_25.LightComponent0 intensity=35.000 indirect=1.000 specular=1.000 attenuation=2000.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2515109] [Lua] [TajsGraphBM] prepatch[131] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_206.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2517409] [Lua] [TajsGraphBM] prepatch[132] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_173.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2518692] [Lua] [TajsGraphBM] prepatch[133] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_55.LightComponent0 intensity=21.000 indirect=1.000 specular=1.000 attenuation=1300.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2520162] [Lua] [TajsGraphBM] prepatch[134] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_300.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=920.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2521354] [Lua] [TajsGraphBM] prepatch[135] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_10.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2522862] [Lua] [TajsGraphBM] prepatch[136] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_137.LightComponent0 intensity=50.000 indirect=1.000 specular=1.000 attenuation=1700.000 outer=75.000 inner=70.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2524479] [Lua] [TajsGraphBM] prepatch[137] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_156.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2525650] [Lua] [TajsGraphBM] prepatch[138] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_164.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2526729] [Lua] [TajsGraphBM] prepatch[139] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_69.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2527959] [Lua] [TajsGraphBM] prepatch[140] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_222.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2529154] [Lua] [TajsGraphBM] prepatch[141] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_53.LightComponent0 intensity=21.000 indirect=1.000 specular=1.000 attenuation=1300.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2530112] [Lua] [TajsGraphBM] prepatch[142] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_168.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2531040] [Lua] [TajsGraphBM] prepatch[143] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_294.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2531980] [Lua] [TajsGraphBM] prepatch[144] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_208.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2627874] [Lua] [TajsGraphBM] prepatch[145] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_5.LightComponent0 intensity=33.000 indirect=1.000 specular=1.000 attenuation=2000.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2636629] [Lua] [TajsGraphBM] prepatch[146] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_175.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
